date,plant_id,production_tons,kiln_temperature,maintenance,humidity_pct,fuel_type,energy_mwh
2024-01-13,PLT02,2549.4,1465.3,0,47.2,gas,2035.6
2024-01-14,PLT02,2666.7,1452.0,0,45.3,carbon,2082.1
2024-01-15,PLT02,3023.4,1468.0,0,44.7,carbon,2445.5
2024-01-16,PLT02,3228.0,1485.8,0,42.6,carbon,2467.4
2024-01-17,PLT02,2290.5,1477.8,0,58.7,carbon,1902.8
2024-01-18,PLT02,3061.3,1484.7,0,47.7,gas,2357.5
2024-01-19,PLT02,2427.6,1488.7,0,67.3,carbon,2313.3
2024-01-20,PLT02,2231.4,1464.8,0,49.3,carbon,1728.8
2024-01-21,PLT02,2553.0,1407.9,0,75.7,carbon,1970.6
2024-01-22,PLT02,3286.2,1447.2,0,71.0,carbon,2776.5
2024-01-23,PLT02,2539.6,1484.0,0,55.0,gas,1889.9
2024-01-24,PLT02,2104.2,1469.9,0,79.7,carbon,1675.1
2024-01-25,PLT02,2290.5,1468.1,0,83.6,carbon,1995.1
2024-01-26,PLT02,2318.0,1480.3,0,76.2,carbon,1727.5
2024-01-27,PLT02,2293.4,1443.6,0,56.6,carbon,1546.3
2024-01-28,PLT02,2769.1,1506.9,0,40.4,carbon,2218.3
2024-01-29,PLT02,3133.0,1481.7,0,74.5,gas,2517.9
2024-01-30,PLT02,2711.4,1494.7,0,63.3,carbon,2374.6
2024-01-31,PLT02,2957.9,1457.0,0,80.1,gas,2203.1
2024-02-01,PLT02,2559.2,1482.8,0,69.4,alternativo,2561.5
2024-02-02,PLT02,2833.0,1472.7,0,52.2,carbon,2067.5
2024-02-03,PLT02,2173.1,1455.4,0,59.1,alternativo,1665.9
2024-02-04,PLT02,2509.3,1480.6,0,77.0,gas,1771.4
2024-02-05,PLT02,2302.6,1496.4,0,51.9,alternativo,1843.6
2024-02-06,PLT02,2831.5,1454.6,0,49.8,gas,1891.2
2024-02-07,PLT02,2754.5,1444.2,0,75.0,gas,1801.7
2024-02-08,PLT02,2930.4,1463.5,0,41.5,alternativo,2518.1
2024-02-09,PLT02,2604.9,1435.9,0,70.0,carbon,2121.3
2024-02-10,PLT02,2412.3,1463.3,0,43.0,carbon,1977.6
2024-02-11,PLT02,2727.0,1490.3,0,84.9,carbon,2235.0
2024-02-12,PLT02,2348.9,1505.4,0,54.1,gas,1653.4
2024-02-13,PLT02,2686.6,1508.2,0,41.8,alternativo,2564.0
2024-02-14,PLT02,3106.0,1499.2,0,66.1,alternativo,2840.4
2024-02-15,PLT02,2394.6,1514.1,0,57.5,carbon,2095.7
2024-02-16,PLT02,2547.7,1469.8,0,49.5,alternativo,2300.1
2024-02-17,PLT02,2687.7,1497.1,0,42.4,carbon,2346.4
2024-02-18,PLT02,2851.3,1489.0,0,62.5,gas,2060.6
2024-02-19,PLT02,2803.4,1508.5,0,47.0,gas,1885.2
2024-02-20,PLT02,2612.0,1465.1,0,77.7,carbon,2369.3
2024-02-21,PLT02,2966.2,1496.3,0,76.1,alternativo,2530.1
2024-02-22,PLT02,3418.6,1447.4,0,52.5,alternativo,2895.0
2024-02-23,PLT02,3026.6,1514.3,0,42.3,carbon,2352.4
2024-02-24,PLT02,2455.3,1498.3,0,69.7,carbon,2064.5
2024-02-25,PLT02,2688.9,1454.9,0,76.1,alternativo,2393.5
2024-02-26,PLT02,2522.4,1504.8,0,55.1,carbon,2052.2
2024-02-27,PLT02,2438.2,1456.3,0,49.5,carbon,1638.0
2024-02-28,PLT02,2430.7,1432.4,0,54.7,carbon,1782.1
2024-02-29,PLT02,2353.8,1466.2,0,56.0,gas,1614.2
2024-03-01,PLT02,2599.6,1497.0,0,43.7,carbon,2042.3
2024-03-02,PLT02,2671.9,1430.4,0,46.2,gas,1638.9
2024-03-03,PLT02,2505.4,1439.3,0,43.7,carbon,2025.8
2024-03-04,PLT02,2774.6,1461.3,0,58.8,carbon,2271.7
2024-03-05,PLT02,2992.3,1503.2,0,54.1,gas,2304.4
2024-03-06,PLT02,2416.3,1496.1,0,62.0,gas,1286.3
2024-03-07,PLT02,2059.3,1464.4,0,58.3,carbon,1779.1
2024-03-08,PLT02,2968.9,1468.2,0,48.8,alternativo,2621.5
2024-03-09,PLT02,2123.5,1466.2,0,50.3,gas,1899.6
2024-03-10,PLT02,2943.1,1445.8,0,65.7,carbon,2168.3
2024-03-11,PLT02,2285.5,1486.0,0,81.7,alternativo,2001.3
2024-03-12,PLT02,2168.5,1480.5,0,75.9,carbon,1787.1
2024-03-13,PLT02,2246.5,1485.0,0,70.3,carbon,1903.0
2024-03-14,PLT02,2622.6,1467.3,0,51.8,carbon,2114.9
2024-03-15,PLT02,2612.6,1508.9,0,60.6,carbon,2262.0
2024-03-16,PLT02,2490.7,1452.3,0,41.8,carbon,1821.3
2024-03-17,PLT02,2280.1,1473.3,0,74.2,carbon,1975.5
2024-03-18,PLT02,1675.7,1462.5,0,85.0,gas,1394.8
2024-03-19,PLT02,2390.4,1460.0,0,67.7,alternativo,1918.6
2024-03-20,PLT02,2652.5,1573.2,0,41.6,gas,2258.4
2024-03-21,PLT02,2434.4,1436.2,0,72.6,carbon,1843.6
2024-03-22,PLT02,2044.8,1493.8,0,57.1,alternativo,2047.0
2024-03-23,PLT02,2315.5,1483.1,0,70.5,gas,1632.2
2024-03-24,PLT02,2447.3,1491.7,0,40.9,alternativo,2388.5
2024-03-25,PLT02,2541.4,1457.4,0,83.3,gas,1648.8
2024-03-26,PLT02,2465.1,1480.4,0,70.5,carbon,2048.3
2024-03-27,PLT02,2660.0,1450.9,1,40.5,gas,1290.6
2024-03-28,PLT02,2762.8,1511.8,1,54.0,carbon,1858.6
2024-03-29,PLT02,2260.2,1454.5,0,82.1,carbon,1612.6
2024-03-30,PLT02,2692.1,1470.2,0,44.2,carbon,1956.1
2024-03-31,PLT02,2589.5,1473.6,0,51.1,carbon,2128.2
2024-04-01,PLT02,2861.8,1494.4,0,66.0,alternativo,2651.2
2024-04-02,PLT02,2709.7,1490.9,0,58.1,alternativo,2245.9
2024-04-03,PLT02,2840.7,1447.3,0,48.6,carbon,2074.7
2024-04-04,PLT02,1934.6,1480.7,0,62.2,carbon,1819.3
2024-04-05,PLT02,2089.5,1524.7,0,45.2,gas,1540.1
2024-04-06,PLT02,2714.5,1496.3,1,76.9,gas,1810.2
2024-04-07,PLT02,2719.7,1482.2,0,54.7,carbon,2252.3
2024-04-08,PLT02,2651.9,1479.4,0,45.3,alternativo,2183.7
2024-04-09,PLT02,2954.9,1490.1,0,69.6,gas,1910.5
2024-04-10,PLT02,2674.7,1473.4,0,42.3,carbon,2177.4
2024-04-11,PLT02,2375.9,1522.2,0,67.6,carbon,1726.7
2024-04-12,PLT02,2808.6,1485.7,0,55.8,carbon,2327.0
2024-04-13,PLT02,2324.9,1501.0,0,43.8,carbon,2072.6
2024-04-14,PLT02,2480.6,1461.1,0,77.1,carbon,1787.1
2024-04-15,PLT02,1939.1,1465.3,1,45.3,alternativo,1315.4
2024-04-16,PLT02,3087.2,1474.3,0,47.3,gas,2125.2
2024-04-17,PLT02,2517.7,1486.2,0,43.1,carbon,2051.1
2024-04-18,PLT02,2227.9,1479.5,0,56.0,gas,1680.1
2024-04-19,PLT02,2847.7,1466.6,0,67.5,carbon,2202.9
2024-04-20,PLT02,2413.4,1448.3,0,69.6,carbon,1623.6
2024-04-21,PLT02,2139.4,1465.1,0,77.2,carbon,1537.6
2024-04-22,PLT02,2412.3,1478.8,0,62.6,gas,1901.2
2024-04-23,PLT02,2567.6,1492.3,0,58.1,gas,2179.0
2024-04-24,PLT02,2605.3,1515.7,0,46.6,alternativo,2278.5
2024-04-25,PLT02,2860.2,1478.5,0,57.1,alternativo,2617.7
2024-04-26,PLT02,2358.0,1533.8,0,65.8,carbon,1613.0
2024-04-27,PLT02,2471.7,1485.5,0,55.6,gas,1995.9
2024-04-28,PLT02,2357.7,1476.8,0,71.0,carbon,1855.8
2024-04-29,PLT02,2112.1,1489.3,0,64.6,carbon,1676.0
2024-04-30,PLT02,2398.5,1512.4,0,43.8,carbon,1897.8
2024-05-01,PLT02,2814.6,1516.4,0,50.5,carbon,2264.2
2024-05-02,PLT02,2347.8,1460.2,0,65.8,carbon,1841.4
2024-05-03,PLT02,2521.8,1464.7,0,75.4,carbon,2034.5
2024-05-04,PLT02,2348.8,1483.6,0,52.4,gas,1685.8
2024-05-05,PLT02,2642.0,1468.3,0,64.7,carbon,2288.9
2024-05-06,PLT02,2419.3,1460.2,0,76.8,alternativo,2222.9
2024-05-07,PLT02,2466.8,1452.6,0,79.2,carbon,2059.0
2024-05-08,PLT02,2267.5,1474.7,0,55.0,carbon,1707.4
2024-05-09,PLT02,2128.8,1477.7,0,76.2,gas,1536.8
2024-05-10,PLT02,2449.1,1454.8,0,70.6,carbon,1733.0
2024-05-11,PLT02,2471.0,1464.6,0,48.7,gas,1819.9
2024-05-12,PLT02,2402.3,1467.2,0,58.5,carbon,1995.5
2024-05-13,PLT02,2792.6,1487.9,0,77.1,carbon,2357.8
2024-05-14,PLT02,2291.2,1510.0,0,43.7,alternativo,1890.6
2024-05-15,PLT02,2767.9,1520.7,0,53.0,carbon,2098.2
2024-05-16,PLT02,3030.0,1429.1,0,78.3,carbon,2241.9
2024-05-17,PLT02,2555.6,1485.6,0,65.0,gas,1968.3
2024-05-18,PLT02,2282.7,1489.7,0,45.7,alternativo,1957.2
2024-05-19,PLT02,2770.1,1486.3,0,70.4,gas,2276.2
2024-05-20,PLT02,2775.2,1432.0,0,74.6,carbon,2430.2
2024-05-21,PLT02,2185.0,1493.9,0,73.6,carbon,1967.2
2024-05-22,PLT02,2597.6,1467.8,0,54.9,carbon,1739.0
2024-05-23,PLT02,2178.7,1522.8,0,47.9,carbon,1853.2
2024-05-24,PLT02,2523.1,1515.6,0,43.1,carbon,2367.0
2024-05-25,PLT02,1999.4,1501.5,0,58.3,carbon,1500.3
2024-05-26,PLT02,2811.0,1522.5,0,75.6,gas,2179.2
2024-05-27,PLT02,2610.3,1478.7,0,40.1,carbon,2163.6
2024-05-28,PLT02,2158.7,1505.3,0,72.8,carbon,2067.0
2024-05-29,PLT02,2699.6,1523.5,0,46.1,carbon,2121.8
2024-05-30,PLT02,2586.1,1513.4,0,45.3,carbon,2025.1
2024-05-31,PLT02,2225.1,1508.9,0,40.6,gas,1732.0
2024-06-01,PLT02,3329.8,1477.5,0,67.3,carbon,2553.5
2024-06-02,PLT02,2401.0,1469.7,0,44.3,carbon,1882.0
2024-06-03,PLT02,2582.4,1501.7,1,66.2,alternativo,1949.0
2024-06-04,PLT02,2137.9,1448.1,0,70.3,gas,1382.1
2024-06-05,PLT02,2380.3,1452.1,0,71.2,gas,1733.7
2024-06-06,PLT02,2659.6,1484.0,0,72.9,gas,1883.4
2024-06-07,PLT02,1978.6,1501.1,0,45.6,alternativo,1824.3
2024-06-08,PLT02,2483.8,1450.4,0,64.4,carbon,2121.6
2024-06-09,PLT02,3183.5,1491.4,0,41.9,carbon,2361.9
2024-06-10,PLT02,2172.4,1495.9,0,67.6,alternativo,2016.6
2024-06-11,PLT02,2886.0,1454.9,0,61.0,carbon,2475.0
2024-06-12,PLT02,2650.8,1519.9,0,81.0,carbon,2185.9
2024-06-13,PLT02,2453.3,1494.2,0,70.4,carbon,2168.1
2024-06-14,PLT02,2414.7,1514.8,0,82.1,carbon,2077.1
2024-06-15,PLT02,2206.4,1472.8,0,55.3,gas,1627.8
2024-06-16,PLT02,2637.5,1450.5,1,60.3,carbon,1522.3
2024-06-17,PLT02,2428.2,1469.7,0,69.7,carbon,2090.4
2024-06-18,PLT02,2342.2,1479.4,0,82.3,gas,2095.5
2024-06-19,PLT02,2337.3,1430.1,0,45.7,carbon,1982.1
2024-06-20,PLT02,2651.8,1456.8,0,42.6,gas,1996.2
2024-06-21,PLT02,2576.5,1428.8,0,64.3,carbon,2113.3
2024-06-22,PLT02,2758.5,1478.5,0,53.3,carbon,2170.5
2024-06-23,PLT02,2155.2,1456.1,1,74.0,gas,1160.8
2024-06-24,PLT02,3181.4,1464.9,0,75.3,carbon,2631.7
2024-06-25,PLT02,2255.9,1472.5,0,66.1,alternativo,1915.4
2024-06-26,PLT02,2433.3,1526.2,0,82.8,carbon,1994.6
2024-06-27,PLT02,2753.3,1470.6,0,57.1,carbon,2029.1
2024-06-28,PLT02,2752.2,1480.2,0,49.7,carbon,2245.6
2024-06-29,PLT02,2862.5,1503.5,0,77.2,gas,2059.9
2024-06-30,PLT02,2640.0,1508.7,0,83.1,gas,1801.1
2024-07-01,PLT02,2651.6,1502.6,0,42.7,gas,2228.6
2024-07-02,PLT02,2542.3,1514.7,0,70.0,carbon,1945.8
2024-07-03,PLT02,2436.9,1462.1,0,42.3,carbon,1814.9
2024-07-04,PLT02,1621.2,1526.3,0,77.8,carbon,1317.1
2024-07-05,PLT02,2502.8,1478.2,0,79.5,gas,1727.5
2024-07-06,PLT02,2552.6,1441.6,0,42.1,alternativo,2079.3
2024-07-07,PLT02,2746.3,1434.1,0,84.5,gas,1950.2
2024-07-08,PLT02,2793.3,1422.4,0,40.2,gas,1709.2
2024-07-09,PLT02,3031.1,1409.0,0,55.1,carbon,2236.9
2024-07-10,PLT02,2959.1,1491.6,0,57.7,carbon,2490.1
2024-07-11,PLT02,2812.1,1439.9,0,43.3,carbon,2551.1
2024-07-12,PLT02,2854.2,1459.3,1,50.8,alternativo,1992.2
2024-07-13,PLT02,2678.7,1436.8,1,48.1,gas,1179.2
2024-07-14,PLT02,2866.2,1453.1,0,66.0,alternativo,2538.5
2024-07-15,PLT02,2584.6,1479.0,0,58.7,gas,1812.0
2024-07-16,PLT02,2650.8,1412.7,1,46.1,gas,1212.9
2024-07-17,PLT02,2414.9,1509.2,0,58.8,carbon,1823.3
2024-07-18,PLT02,2949.2,1521.4,0,61.2,gas,2008.6
2024-07-19,PLT02,2601.6,1505.1,0,51.8,gas,1827.4
2024-07-20,PLT02,2912.9,1482.8,0,67.5,carbon,2297.5
2024-07-21,PLT02,2316.4,1520.2,0,53.0,carbon,1711.9
2024-07-22,PLT02,1948.0,1474.2,0,41.1,gas,1238.9
2024-07-23,PLT02,2481.4,1496.3,0,63.5,alternativo,2549.6
2024-07-24,PLT02,2568.7,1501.9,0,66.9,alternativo,2558.3
2024-07-25,PLT02,2368.4,1478.6,0,52.1,carbon,2014.1
2024-07-26,PLT02,2255.4,1448.3,0,66.5,carbon,1651.9
2024-07-27,PLT02,2560.0,1437.8,0,58.0,alternativo,2189.5
2024-07-28,PLT02,2820.5,1490.1,1,40.9,carbon,1841.9
2024-07-29,PLT02,2799.8,1522.6,0,81.9,alternativo,2705.0
2024-07-30,PLT02,2208.0,1500.2,0,42.2,carbon,1748.6
2024-07-31,PLT02,2635.3,1463.2,0,62.5,gas,1822.6
2024-08-01,PLT02,2734.6,1455.2,0,54.1,carbon,2223.2
2024-08-02,PLT02,2556.3,1500.1,0,71.1,alternativo,2211.3
2024-08-03,PLT02,2204.3,1467.9,0,72.8,gas,1595.4
2024-08-04,PLT02,2061.7,1457.8,0,73.5,carbon,1368.4
2024-08-05,PLT02,2037.2,1459.2,0,75.3,alternativo,1985.2
2024-08-06,PLT02,2292.2,1437.3,0,61.9,carbon,1587.6
2024-08-07,PLT02,2256.7,1447.1,0,79.4,carbon,1694.0
2024-08-08,PLT02,2627.0,1483.3,0,54.9,gas,1921.6
2024-08-09,PLT02,2548.1,1530.3,0,54.0,alternativo,2324.7
2024-08-10,PLT02,2602.2,1505.1,0,82.6,carbon,2292.1
2024-08-11,PLT02,2808.8,1496.8,0,51.4,alternativo,2471.9
2024-08-12,PLT02,3042.0,1466.2,0,77.6,gas,2356.6
2024-08-13,PLT02,2680.9,1453.7,0,67.2,carbon,2169.8
2024-08-14,PLT02,2613.3,1460.2,0,70.2,gas,1914.5
2024-08-15,PLT02,2761.7,1467.1,0,45.1,carbon,2182.1
2024-08-16,PLT02,2556.2,1440.4,0,82.4,carbon,2128.3
2024-08-17,PLT02,2342.6,1508.8,0,40.5,gas,1715.9
2024-08-18,PLT02,2566.4,1440.8,0,59.8,alternativo,2001.8
2024-08-19,PLT02,3472.9,1532.7,0,84.2,carbon,2962.3
2024-08-20,PLT02,2331.5,1436.2,0,75.3,carbon,2072.4
2024-08-21,PLT02,2649.1,1501.7,0,60.6,carbon,2186.3
2024-08-22,PLT02,2995.4,1497.4,1,59.6,alternativo,2029.3
2024-08-23,PLT02,2362.6,1471.0,0,58.8,carbon,1952.2
2024-08-24,PLT02,2703.9,1478.7,0,59.4,carbon,2126.4
2024-08-25,PLT02,1846.9,1479.5,0,68.0,gas,1334.6
2024-08-26,PLT02,2363.9,1460.7,0,70.4,gas,1852.9
2024-08-27,PLT02,2583.2,1474.4,0,84.4,gas,1932.7
2024-08-28,PLT02,2012.3,1482.2,0,40.3,carbon,1510.3
2024-08-29,PLT02,2699.4,1461.2,0,77.2,carbon,1998.2
2024-08-30,PLT02,2263.0,1480.9,0,58.8,carbon,1621.5
2024-08-31,PLT02,1877.3,1472.8,0,82.9,carbon,1373.5
2024-09-01,PLT02,2182.4,1452.0,0,45.5,gas,1429.7
2024-09-02,PLT02,2554.3,1507.6,0,83.0,carbon,2112.7
2024-09-03,PLT02,2566.1,1514.2,1,80.9,alternativo,1978.3
2024-09-04,PLT02,2450.7,1480.3,0,53.0,carbon,2100.6
2024-09-05,PLT02,1830.0,1487.2,0,54.0,gas,1202.8
2024-09-06,PLT02,2696.5,1495.3,0,47.0,gas,1929.4
2024-09-07,PLT02,2277.3,1462.4,0,83.0,alternativo,1999.2
2024-09-08,PLT02,2385.2,1471.9,0,57.6,alternativo,2149.7
2024-09-09,PLT02,2335.2,1507.9,0,68.2,carbon,1861.4
2024-09-10,PLT02,2854.6,1487.0,0,55.1,carbon,2090.0
2024-09-11,PLT02,2896.1,1482.4,0,57.2,carbon,2164.9
2024-09-12,PLT02,2315.7,1457.3,0,68.9,gas,1497.4
2024-09-13,PLT02,2921.5,1462.8,0,76.0,carbon,2416.9
2024-09-14,PLT02,2888.8,1447.3,0,71.1,carbon,2293.7
2024-09-15,PLT02,2326.7,1459.9,0,46.6,carbon,1603.5
2024-09-16,PLT02,2497.9,1469.6,0,53.8,alternativo,2277.5
2024-09-17,PLT02,2257.9,1500.1,0,64.1,carbon,1880.8
2024-09-18,PLT02,2170.8,1438.1,0,55.2,alternativo,1922.0
2024-09-19,PLT02,2952.8,1469.0,0,73.5,alternativo,2356.2
2024-09-20,PLT02,1946.9,1452.7,1,60.0,carbon,1217.7
2024-09-21,PLT02,2424.1,1512.8,0,55.4,carbon,2067.7
2024-09-22,PLT02,2382.1,1500.0,0,82.3,gas,1916.4
2024-09-23,PLT02,2686.5,1466.7,0,58.1,gas,2078.8
2024-09-24,PLT02,2984.4,1466.9,0,68.6,carbon,2428.9
2024-09-25,PLT02,2986.4,1458.6,0,61.7,carbon,2219.4
2024-09-26,PLT02,2473.8,1488.7,0,80.4,gas,1687.1
2024-09-27,PLT02,2754.4,1449.1,0,40.0,carbon,2099.8
2024-09-28,PLT02,2788.1,1486.6,0,46.9,gas,2238.7
2024-09-29,PLT02,2697.5,1428.5,0,43.1,alternativo,2385.0
2024-09-30,PLT02,2395.2,1455.7,0,66.9,carbon,2062.5
2024-10-01,PLT02,2473.8,1496.3,0,75.0,alternativo,2186.7
2024-10-02,PLT02,2416.0,1443.0,0,71.8,gas,1518.1
2024-10-03,PLT02,2656.2,1490.8,0,70.0,carbon,1889.9
2024-10-04,PLT02,2514.8,1494.2,0,42.4,gas,1767.6
2024-10-05,PLT02,2288.6,1537.1,0,47.5,carbon,2124.2
2024-10-06,PLT02,2604.3,1477.2,0,81.5,gas,1720.5
2024-10-07,PLT02,2613.9,1502.9,0,62.0,gas,2167.1
2024-10-08,PLT02,2572.9,1422.9,0,76.2,carbon,1959.5
2024-10-09,PLT02,2252.2,1456.0,0,65.1,carbon,2061.3
2024-10-10,PLT02,1880.5,1475.7,0,41.7,carbon,1567.8
2024-10-11,PLT02,2430.3,1475.7,0,61.8,carbon,1907.9
2024-10-12,PLT02,2505.4,1486.8,0,50.6,carbon,1899.9
2024-10-13,PLT02,2462.0,1457.1,0,74.6,carbon,1864.2
2024-10-14,PLT02,2204.5,1480.0,0,42.4,alternativo,2100.1
2024-10-15,PLT02,2436.2,1462.0,0,60.2,gas,1491.2
2024-10-16,PLT02,1944.4,1494.6,0,44.8,carbon,1604.5
2024-10-17,PLT02,2402.0,1482.0,0,52.8,gas,1885.1
2024-10-18,PLT02,2154.7,1404.0,0,52.7,carbon,1701.8
2024-10-19,PLT02,2490.9,1498.2,0,55.4,alternativo,2562.1
2024-10-20,PLT02,2710.2,1545.4,0,40.7,alternativo,2702.3
2024-10-21,PLT02,2010.1,1480.9,1,65.9,carbon,1147.7
2024-10-22,PLT02,2938.7,1486.2,0,79.6,gas,2205.2
2024-10-23,PLT02,2742.7,1465.1,0,80.9,gas,1871.2
2024-10-24,PLT02,2143.2,1501.3,0,74.0,carbon,1872.8
2024-10-25,PLT02,2102.8,1472.7,0,46.7,alternativo,1788.9
2024-10-26,PLT02,2383.5,1467.4,0,74.6,carbon,1858.9
2024-10-27,PLT02,2514.9,1473.5,0,79.8,carbon,1963.0
2024-10-28,PLT02,2757.9,1477.0,0,77.3,carbon,2261.3
2024-10-29,PLT02,2625.2,1489.0,0,54.9,gas,1884.4
2024-10-30,PLT02,2678.6,1460.3,0,42.9,carbon,1940.7
2024-10-31,PLT02,2173.2,1505.3,0,79.1,carbon,1753.9
2024-11-01,PLT02,2843.8,1455.6,0,67.4,carbon,2121.1
2024-11-02,PLT02,2725.0,1471.4,0,47.6,carbon,2106.0
2024-11-03,PLT02,2317.7,1471.6,0,79.8,carbon,2129.6
2024-11-04,PLT02,2800.0,1517.4,0,62.7,carbon,2226.8
2024-11-05,PLT02,2821.1,1506.8,0,56.6,alternativo,2551.0
2024-11-06,PLT02,1686.0,1481.4,0,75.9,alternativo,1592.9
2024-11-07,PLT02,2044.3,1409.2,0,83.5,gas,1260.8
2024-11-08,PLT02,2489.6,1420.0,0,49.2,alternativo,2262.7
2024-11-09,PLT02,2305.1,1477.1,1,63.1,carbon,1624.8
2024-11-10,PLT02,2470.6,1451.2,0,53.4,gas,1630.8
2024-11-11,PLT02,2037.2,1471.0,0,55.0,alternativo,1577.7
2024-11-12,PLT02,2481.6,1472.5,0,84.3,carbon,2163.1
2024-11-13,PLT02,2583.5,1462.3,0,48.3,carbon,2009.1
2024-11-14,PLT02,2167.6,1442.3,0,75.3,carbon,1981.7
2024-11-15,PLT02,2618.7,1481.6,0,64.1,carbon,2248.3
2024-11-16,PLT02,2423.4,1467.3,0,81.7,alternativo,2260.0
2024-11-17,PLT02,1597.7,1489.3,0,83.1,carbon,1094.4
2024-11-18,PLT02,2681.4,1458.1,1,42.5,gas,1234.8
2024-11-19,PLT02,2648.2,1403.6,0,54.2,carbon,1943.3
2024-11-20,PLT02,2629.0,1496.2,0,76.5,alternativo,2402.6
2024-11-21,PLT02,2513.6,1489.0,0,51.6,carbon,2190.0
2024-11-22,PLT02,2771.0,1524.7,0,47.6,alternativo,2861.4
2024-11-23,PLT02,2498.3,1504.5,0,50.2,gas,1865.6
2024-11-24,PLT02,3079.6,1507.2,0,57.3,carbon,2432.5
2024-11-25,PLT02,2930.5,1466.3,0,75.7,gas,2277.2
2024-11-26,PLT02,2336.0,1456.0,0,51.7,carbon,1710.2
2024-11-27,PLT02,2549.3,1529.9,0,83.5,gas,2139.1
2024-11-28,PLT02,2559.6,1515.8,0,44.2,carbon,2198.8
2024-11-29,PLT02,2799.3,1467.8,0,83.5,alternativo,2371.7
2024-11-30,PLT02,2126.1,1427.8,0,70.9,carbon,1533.5
2024-12-01,PLT02,2460.4,1461.9,0,54.2,carbon,1782.4
2024-12-02,PLT02,2324.1,1442.0,0,84.3,carbon,1511.1
2024-12-03,PLT02,2847.8,1499.3,0,44.0,gas,2096.8
2024-12-04,PLT02,2302.7,1454.4,0,41.4,alternativo,2059.7
2024-12-05,PLT02,2054.8,1469.8,0,82.9,carbon,1582.8
2024-12-06,PLT02,2163.9,1495.4,0,53.0,carbon,2089.3
2024-12-07,PLT02,2372.9,1440.9,0,49.8,carbon,1858.8
2024-12-08,PLT02,2479.8,1446.6,0,75.0,alternativo,2014.0
2024-12-09,PLT02,2377.2,1500.1,0,54.1,carbon,1685.0
2024-12-10,PLT02,2225.2,1501.2,0,76.5,carbon,1971.3
2024-12-11,PLT02,3009.8,1465.0,0,84.4,carbon,2587.0
2024-12-12,PLT02,2981.2,1485.6,0,61.3,carbon,2641.6
2024-12-13,PLT02,2782.4,1479.8,0,68.4,gas,1730.6
2024-12-14,PLT02,2475.1,1475.4,0,51.6,carbon,1766.8
2024-12-15,PLT02,2621.3,1492.9,0,74.9,alternativo,2303.4
2024-12-16,PLT02,2585.3,1500.9,0,69.1,carbon,2200.5
2024-12-17,PLT02,2342.3,1475.8,0,43.7,carbon,1910.4
2024-12-18,PLT02,1957.5,1485.1,0,47.4,carbon,1451.4
2024-12-19,PLT02,1788.5,1526.1,0,69.2,alternativo,1753.7
2024-12-20,PLT02,2832.4,1464.8,0,82.4,gas,1960.2
2024-12-21,PLT02,2654.5,1495.5,0,73.1,carbon,1974.7
2024-12-22,PLT02,2866.6,1483.0,0,71.4,gas,2072.4
2024-12-23,PLT02,2646.2,1501.8,0,45.8,gas,1856.3
2024-12-24,PLT02,2478.5,1502.0,0,60.7,carbon,1969.4
2024-12-25,PLT02,2182.5,1412.5,0,68.8,carbon,1522.3
2024-12-26,PLT02,2513.1,1473.3,0,56.0,gas,1834.5
2024-12-27,PLT02,2876.6,1498.6,0,54.2,carbon,2291.6
2024-12-28,PLT02,2532.6,1500.0,0,60.2,carbon,2116.2
2024-12-29,PLT02,2568.0,1461.0,0,51.0,carbon,2059.5
2024-12-30,PLT02,2026.4,1469.7,0,64.6,carbon,1794.2
